Домен,Статус,Рішення ПлейСіті,Рішення НКЕК,Останнє оновлення
1wckwe.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wckxp.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wckyk.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wclaa.life,Заблокований,від 23.06.2026 № 241-Р,"25.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-29
1wclak.com,Заблокований,від 23.10.2025 №131-Р,від 30.10.2025 №632,2025-11-05
1wclce.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wclmp.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wclpq.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wclyn.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcmax.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcmgj.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcmnx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcmsc.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcmuo.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcmzg.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcnag.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcnbz.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcnfo.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcnhm.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcnht.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcnjq.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcnjv.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcnmb.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcnnz.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcnqf.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcnsz.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcnvq.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcnxp.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcnyu.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcops.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcore.com,Заблокований,від 23.06.2026 № 241-Р,"25.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-29
1wcore.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcotj.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcoud.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcoyv.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcozp.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcpdd.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcpig.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcpjn.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcpjp.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcplx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcprl.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcprt.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcpwo.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcpwu.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcqax.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcqcd.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcqcm.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcqen.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcqgt.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcqlb.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcqmx.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcqsz.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcqtt.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcquj.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcqwi.life,Заблокований,від 06.07.2026 №256-Р,"08.07.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-07-13
1wcqzd.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcres.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcrfv.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcrhl.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcrhs.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcric.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcrji.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcrmd.com,Заблокований,від 06.07.2026 №256-Р,"08.07.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-07-13
1wcrsm.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcrwg.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcrypto.com,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcsdi.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcsdn.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcsfl.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcskn.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcskq.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcsml.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcsmr.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcspd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcsxu.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcsyy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wctde.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wctfd.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wctml.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wctox.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wctqz.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wctwc.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcubl.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcudn.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcuhy.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wculd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcunz.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcutl.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcuts.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcuye.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcuyk.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcuyu.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcvbk.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcvbo.com,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcvih.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcvkm.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcvss.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcvtj.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcvvx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcwan.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcwcy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcwds.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcwfe.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcwjg.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcwlx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcwml.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcwsw.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcwuf.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcwvc.com,Заблокований,від 06.07.2026 №256-Р,"08.07.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-07-13
1wcwzt.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcwzx.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcxcc.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcxci.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcxen.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcxho.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcxja.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcxjh.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcxna.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcxnz.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcxps.life,Заблокований,від 23.06.2026 № 241-Р,"25.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-29
1wcxse.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcxtc.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcxtn.com,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcxtq.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcxva.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcxzd.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcyad.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcyba.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wcybo.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcycj.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcycu.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcyfd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcygd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcyir.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcytv.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcyvi.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcyyl.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wcyzu.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wczbi.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wczhq.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wczmd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wczoo.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wczsj.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wcztw.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wczvh.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wczwy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdaaa.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdabu.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wdadf.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdais.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdaiv.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdaiy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdaky.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wdalh.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdapc.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdasx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdawr.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdazc.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdazw.com,Заблокований,від 18.03.2026 №69-Р,від 24.03.2026 №150,2026-04-16
1wdbew.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdbiy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdblo.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdbof.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdbrs.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdbxi.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdbyb.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdccz.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdceg.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdchq.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdcsl.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdcsy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdctb.life,Заблокований,від 06.07.2026 №256-Р,"08.07.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-07-13
1wdcts.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdcwc.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdczj.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wddgj.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wddhz.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wddip.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wddox.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wddrf.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wddsd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wddzd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wddzt.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdejd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdeje.life,Заблокований,від 06.07.2026 №256-Р,"08.07.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-07-13
1wdekb.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdeod.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdern.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdesv.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdexp.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdfak.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdfcb.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdfeo.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdfju.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdflm.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdfpe.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdfvd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdgak.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdgav.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdgdg.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdggj.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdgha.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdghk.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdgku.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdgmi.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdgnu.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wdhao.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdhen.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdhni.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdhtu.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdhws.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdhxk.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdiah.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdifs.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdinl.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdinv.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdiot.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdioz.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdipd.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wdiuq.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdjbd.com,Заблокований,від 18.03.2026 №69-Р,від 24.03.2026 №150,2026-04-16
1wdjgf.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdjgl.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdjim.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdjix.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdjkm.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdjon.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdjqf.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdjqv.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdkad.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdkem.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdkip.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdkkc.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wdklb.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdklg.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdkty.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdkui.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdkuw.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdkwv.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdkxz.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdkyz.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdlca.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdler.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdlfv.com,Заблокований,від 06.07.2026 №256-Р,"08.07.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-07-13
1wdlif.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdljz.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdllo.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdlsn.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdltr.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdluv.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdlwj.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmde.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmeb.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmec.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmla.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmnh.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmot.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmsx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmtl.life,Заблокований,від 23.06.2026 № 241-Р,"25.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-29
1wdmts.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmuj.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdmvv.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmxk.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdmyy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdnba.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdnio.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdnjv.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdnjw.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdnwy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdodz.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdoiw.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdokg.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdokp.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdomq.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdors.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdotg.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdovz.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wdpad.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdpci.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdpdx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdpft.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdpho.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdpix.life,Заблокований,від 23.06.2026 № 241-Р,"25.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-29
1wdpjx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdpki.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdppk.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdpvy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdpxe.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdpyd.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdqbi.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdqec.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdqeo.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdqiz.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdqkc.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdqml.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdqox.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdqqj.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdqqy.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdrcc.top,Заблокований,від 03.09.2025 №77-Р,від 10.09.2025 №547,2025-11-05
1wdrgs.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdrnm.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdrsm.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdrtn.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdruk.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdrvv.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdrzm.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdsjf.life,Заблокований,від 23.06.2026 № 241-Р,"25.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-29
1wdsmf.life,Заблокований,від 23.06.2026 № 241-Р,"25.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-29
1wdsnq.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdsom.life,Заблокований,від 04.06.2026 №219-Р,"08.06.2026 на офіційному
вебсайті НКЕК розміщено повідомлення",2026-06-17
1wdswu.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdtga.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdtgi.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdtpf.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdtqe.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdtqt.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdtvq.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdtwx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdtxi.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
1wdtyew.com,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdtyw.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdubn.life,Опрацювання,від 21.07.2026 № 279-Р,,2026-07-22
1wdubx.life,Опрацювання,від 17.07.2026 №272-Р,,2026-07-20
